"";"Match Id";"Match day of the week";"Match day of the month";"Match month";"Match year";"Match Name";"Match Stage";"Match Type";"Match Time";"Match Score Type";"Match Note";"Team1";"Score";"Elo Number";"Team2";"Score.1";"Elo Number.1";"Betting line"
"3785";158;"Sunday";17;"5";2020;"Solary Cup";"Playoffs";"Bronze Final";"Patch 0.50 Walking accuracy no longer granted when transitioning from run to stop - Buffed Rifle recovery times - Buffed Machine Guns (Ares, Odin) - Sage Slow Orb, Cyber Cage and Spycam nerfs - Omen Dark Cover and Viper Snake Bite buffs - B-hopping through area denial abilities now takes damage - Increased credit cost of Sage Barrier Orb, Raze Blast Pack, Phoenix Curveball, Brimstone Incendiary - Reduced credit cost of Jett Updraft - Agent armor from previous round no longer destroyed on purchasing new armor - Credit cap reduced from 12k to 9";"forfeited by StartedFromCS";"Bo3";"HypHypHyp";"0";NA;"StartedFromCS";"0";NA;NA
"3811";159;"Thursday";14;"5";2020;"Absolute Masters";"Group Stage";"Group A";"9:30 PM IST";"final";"Bo3";"Fordon Boars";"2";1514;"Clan123";"0";1514;NA
"3828";160;"Thursday";21;"5";2020;"Absolute Masters";"Group Stage";"Group A";"9:30 PM IST";"final";"Bo3";"NeverEndingStory";"1";NA;"Worst Players";"2";NA;NA
"3849";161;"Thursday";14;"5";2020;"Absolute Masters";"Group Stage";"Group B";"11:00 PM IST";"final";"Bo3";"Vikingekrig Esports";"1";NA;"SimpleMinecraftPlayers";"2";NA;NA
"3861";162;"Friday";22;"5";2020;"Absolute Masters";"Group Stage";"Group B";"12:00 AM IST";"final";"Bo3";"Spanish Dogs";"0";NA;"Absolute Legends";"0";NA;NA
"3919";163;"Friday";15;"5";2020;"Absolute Masters";"Group Stage";"Group C";"9:30 PM IST";"final";"Bo3";"DREAMCHASERS";"2";NA;"Begrip Gaming";"1";NA;NA
"3945";164;"Friday";22;"5";2020;"Absolute Masters";"Group Stage";"Group C";"9:30 PM IST";"final";"Bo3";"Obsidian Esports";"2";NA;"AERIS";"1";NA;NA
"4001";165;"Saturday";16;"5";2020;"Absolute Masters";"Group Stage";"Group D";"12:00 AM IST";"final";"Bo3";"Ferrari Peek";"1";1500;"Resurrection Sickness";"2";1500;NA
"4047";166;"Saturday";23;"5";2020;"Absolute Masters";"Group Stage";"Group D";"12:00 AM IST";"final";"Bo3";"Team Spectralis";"1";NA;"PartyParrots";"2";NA;NA
"4067";167;"Saturday";16;"5";2020;"Absolute Masters";"Group Stage";"Group E";"9:30 PM IST";"final";"Bo3";"Royals";"2";NA;"AMENO";"0";NA;NA
"4108";168;"Saturday";23;"5";2020;"Absolute Masters";"Group Stage";"Group E";"9:30 PM IST";"final";"Bo3";"Exceptis";"1";NA;"need more DM";"2";NA;NA
"4138";169;"Sunday";17;"5";2020;"Absolute Masters";"Group Stage";"Group F";"12:00 AM IST";"final";"Bo3";"GOAGOAGOA";"1";NA;"Uruguay 3";"2";NA;NA
"4187";170;"Sunday";24;"5";2020;"Absolute Masters";"Group Stage";"Group F";"12:00 AM IST";"final";"Bo3";"SuperStars";"0";NA;"A$AP";"2";NA;NA
"4238";171;"Sunday";17;"5";2020;"Absolute Masters";"Group Stage";"Group G";"11:30 PM IST";"final";"Bo3";"Prodigy";"2";NA;"AVENUE Esports";"0";NA;NA
"4269";172;"Sunday";24;"5";2020;"Absolute Masters";"Group Stage";"Group G";"9:30 PM IST";"final";"Bo3";"LEMONn";"1";NA;"Paraplegic Buffalos";"2";NA;NA
"4297";173;"Sunday";17;"5";2020;"Absolute Masters";"Group Stage";"Group H";"9:30 PM IST";"final";"Bo3";"Ninjas in Pyjamas";"2";NA;"Absolute Legends Blue";"0";NA;NA
"4337";174;"Monday";25;"5";2020;"Absolute Masters";"Group Stage";"Group H";"12:00 AM IST";"final";"Bo3";"KK VALORANT";"1";NA;"InetGamer";"2";NA;NA
"4371";175;"Thursday";4;"6";2020;"Absolute Masters";"Group Stage";"Group A";"9:30 PM IST";"final";"Bo3";"Fordon Boars";"2";1514;"Worst Players";"1";1514;NA
"4434";176;"Thursday";18;"6";2020;"Absolute Masters";"Group Stage";"Group A";"9:30 PM IST";"final";"Bo3";"Clan123";"2";NA;"NeverEndingStory";"1";NA;NA
"4442";177;"Thursday";25;"6";2020;"Absolute Masters";"Group Stage";"Group A";"9:30 PM IST";"final";"Bo3";"Worst Players";"2";1485;"Clan123";"0";1485;NA
"4456";178;"Thursday";4;"6";2020;"Absolute Masters";"Group Stage";"Group B";"11:30 PM IST";"final";"Bo3";"SimpleMinecraftPlayers";"1";NA;"Absolute Legends";"2";NA;NA
"4457";179;"Friday";19;"6";2020;"Absolute Masters";"Group Stage";"Group B";"12:30 AM IST";"final";"Bo3";"Vikingekrig Esports";"0";NA;"Spanish Dogs";"2";NA;NA
"4472";180;"Friday";26;"6";2020;"Absolute Masters";"Group Stage";"Group B";"12:00 AM IST";"forfeited by SimpleMinecraftPlayers";"Bo3";"SimpleMinecraftPlayers";"0";NA;"Spanish Dogs";"0";NA;NA
"4500";181;"Friday";12;"6";2020;"Absolute Masters";"Group Stage";"Group C";"9:30 PM IST";"final";"Bo3";"DREAMCHASERS";"0";1516;"Obsidian Esports";"2";1516;NA
"4622";184;"Saturday";13;"6";2020;"Absolute Masters";"Group Stage";"Group D";"9:30 PM IST";"forfeited by PartyParrots";"Bo3";"Resurrection Sickness";"0";NA;"PartyParrots";"0";NA;NA
"4646";185;"Friday";19;"6";2020;"Absolute Masters";"Group Stage";"Group D";"11:53 PM IST";"final";"Bo3";"Ferrari Peek";"2";NA;"Team Spectralis";"0";NA;NA
"4693";186;"Monday";22;"6";2020;"Absolute Masters";"Group Stage";"Group D";"9:30 PM IST";"final";"Bo3";"PartyParrots";"2";1523;"Ferrari Peek";"1";1523;NA
"4721";187;"Monday";27;"4";2020;"GriziCup";"Playoffs";"Grand Final";"2:30 AM IST";"final";"Bo3";"fish123";"2";NA;"L'institut";"0";NA;NA
"4783";190;"Saturday";25;"4";2020;"COOLER Cup";"Playoffs";"Quarterfinals";"11:30 PM IST";"final";"Bo1";"TooGoodForLan";"0";NA;"L'institut";"1";NA;NA
"4807";191;"Saturday";25;"4";2020;"COOLER Cup";"Playoffs";"Quarterfinals";"11:30 PM IST";"final";"Bo1";"Prodigy";"0";NA;"fish123";"1";NA;NA
"4829";192;"Sunday";26;"4";2020;"COOLER Cup";"Playoffs";"Semifinals";"12:30 AM IST";"final";"Bo3";"Ninjas in Pyjamas";"2";NA;"need more DM";"0";NA;NA
"4838";193;"Sunday";26;"4";2020;"COOLER Cup";"Playoffs";"Semifinals";"12:30 AM IST";"final";"Bo3";"L'institut";"0";NA;"fish123";"0";NA;NA
"4863";194;"Sunday";26;"4";2020;"COOLER Cup";"Playoffs";"Grand Final";"2:30 AM IST";"final";"Bo3";"Ninjas in Pyjamas";"0";NA;"fish123";"2";NA;NA
"4893";195;"Sunday";26;"4";2020;"GriziCup";"Playoffs";"Quarterfinals";"10:30 PM IST";"final";"Bo1";"fish123";"0";NA;"TBD";"0";NA;NA
"4910";196;"Sunday";26;"4";2020;"GriziCup";"Playoffs";"Quarterfinals";"10:30 PM IST";"final";"Bo1";"L'institut";"1";NA;"TBD";"0";NA;NA
"4926";197;"Sunday";26;"4";2020;"GriziCup";"Playoffs";"Semifinals";"11:30 PM IST";"final";"Bo3";"L'institut";"2";NA;"TBD";"1";NA;NA
"4952";198;"Sunday";26;"4";2020;"GriziCup";"Playoffs";"Semifinals";"11:30 PM IST";"final";"Bo3";"fish123";"2";NA;"TBD";"1";NA;NA
"4975";200;"Friday";12;"6";2020;"Absolute Masters";"Group Stage";"Group E";"11:30 PM IST";"final";"Bo3";"Royals";"1";1641;"need more DM";"2";1641;NA
"4986";201;"Saturday";20;"6";2020;"Absolute Masters";"Group Stage";"Group E";"9:30 PM IST";"final";"Bo3";"AMENO";"0";NA;"Exceptis";"2";NA;NA
"4997";202;"Saturday";27;"6";2020;"Absolute Masters";"Group Stage";"Group E";"9:30 PM IST";"final";"Bo3";"Royals";"0";1539;"Exceptis";"2";1539;NA
"5003";203;"Sunday";14;"6";2020;"Absolute Masters";"Group Stage";"Group F";"9:30 PM IST";"final";"Bo3";"Uruguay 3";"0";NA;"A$AP";"2";NA;NA
"5004";204;"Sunday";21;"6";2020;"Absolute Masters";"Group Stage";"Group F";"12:00 AM IST";"final";"Bo3";"GOAGOAGOA";"1";NA;"SuperStars";"2";NA;NA
"5022";205;"Sunday";14;"6";2020;"Absolute Masters";"Group Stage";"Group G";"12:00 AM IST";"final";"Bo3";"Prodigy";"2";NA;"Paraplegic Buffalos";"0";NA;NA
"5075";207;"Sunday";28;"6";2020;"Absolute Masters";"Group Stage";"Group G";"9:30 PM IST";"final";"Bo3";"Paraplegic Buffalos";"0";NA;"AVENUE Esports";"2";NA;NA
"5128";209;"Sunday";14;"6";2020;"Absolute Masters";"Group Stage";"Group H";"11:30 PM IST";"final";"Bo3";"Ninjas in Pyjamas";"2";NA;"InetGamer";"0";NA;NA
"5131";210;"Monday";22;"6";2020;"Absolute Masters";"Group Stage";"Group H";"12:00 AM IST";"final";"Bo3";"Absolute Legends Blue";"2";NA;"KK VALORANT";"1";NA;NA
"5136";211;"Monday";29;"6";2020;"Absolute Masters";"Group Stage";"Group H";"12:00 AM IST";"final";"Bo3";"InetGamer";"2";NA;"Absolute Legends Blue";"1";NA;NA
"5263";216;"Sunday";7;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 1";"Grand Final";"4:30 PM IST";"final";"Bo3";"Team Onscreen (fish123)";"0";NA;"Team Mixwell (Prodigy)";"2";NA;NA
"5297";217;"Sunday";7;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 2";"Grand Final";"6:40 PM IST";"final";"Bo3";"Team wtcN";"0";NA;"Team Duno (Worst Players)";"2";NA;NA
"5328";218;"Saturday";6;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Korea";"Grand Final";"12:00 PM IST";"final";"Bo3";"Team juankorea";"2";NA;"Team staxvlrt";"0";NA;NA
"5387";219;"Sunday";7;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Brazil";"Semifinals";"7:30 PM IST";"final";"Bo3";"Team Sacy";"1";NA;"Team pannshi";"2";NA;NA
"5403";220;"Sunday";7;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Brazil";"Semifinals";"7:30 PM IST";"final";"Bo3";"Team mch";"2";NA;"Team Paula Nobre";"1";NA;NA
"5429";221;"Sunday";7;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Brazil";"Grand Final";"11:00 PM IST";"final";"Bo3";"Team pannshi";"2";NA;"Team mch";"0";NA;NA
"5447";222;"Sunday";7;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Latin America 1";"Grand Final";"2:30 AM IST";"final";"Bo3";"Team blue_mx";"2";NA;"Team mym_alkapone";"0";NA;NA
"5482";223;"Monday";8;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Latin America 2";"Grand Final";"2:30 AM IST";"final";"Bo3";"Team Frankkaster";"2";NA;"Team DylanteroLIVE";"0";NA;NA
"5523";224;"Sunday";7;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Latin America 2";"Group Stage";"11:30 PM IST";"final";"Bo1";"Team iaaras2";"0";NA;"Team DuendePablo";"1";NA;NA
"5544";225;"Sunday";7;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Japan";"Grand Final";"3:30 PM IST";"final";"Bo3";"Team sabagod2";"2";NA;"Team kennymcc";"0";NA;NA
"5570";226;"Monday";8;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"North America";"Grand Final";"5:30 AM IST";"final";"Bo3";"Team Myth (TSM)";"1";NA;"Team Brax (T1)";"2";NA;NA
"5615";227;"Monday";8;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"North America";"Semifinals";"3:30 AM IST";"final";"Bo3";"Team Myth (TSM)";"2";NA;"Team Mendo";"0";NA;NA
"5623";228;"Monday";8;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"North America";"Semifinals";"3:30 AM IST";"final";"Bo3";"Team Brax (T1)";"2";NA;"Team Sh0ts";"0";NA;NA
"5664";229;"Saturday";23;"5";2020;"Epulze Valorant Prodigies";"Group Stage";"Group A";"3:30 PM IST";"final";"Bo3";"DREAMCHASERS";"2";1516;"GODSENT";"0";1516;NA
"5700";230;"Saturday";23;"5";2020;"Epulze Valorant Prodigies";"Group Stage";"Group A";"3:30 PM IST";"final";"Bo3";"Worst Players";"2";1525;"HypHypHyp";"0";1525;NA
"5751";231;"Saturday";23;"5";2020;"Epulze Valorant Prodigies";"Group Stage";"Group A";"6:30 PM IST";"final";"Bo3";"GODSENT";"0";NA;"HypHypHyp";"2";NA;NA
"5778";232;"Saturday";23;"5";2020;"Epulze Valorant Prodigies";"Group Stage";"Group A";"6:30 PM IST";"final";"Bo3";"Worst Players";"1";1525;"DREAMCHASERS";"2";1525;NA
"5804";233;"Saturday";23;"5";2020;"Epulze Valorant Prodigies";"Group Stage";"Group A";"9:30 PM IST";"final";"Bo3";"DREAMCHASERS";"2";1516;"HypHypHyp";"1";1516;NA
"5841";234;"Saturday";23;"5";2020;"Epulze Valorant Prodigies";"Group Stage";"Group A";"9:30 PM IST";"final";"Bo3";"Worst Players";"2";1525;"GODSENT";"0";1525;NA
"5874";235;"Saturday";13;"6";2020;"Epulze Valorant Prodigies";"Group Stage";"Group C";"3:30 PM IST";"final";"Bo3";"Ninjas in Pyjamas";"0";NA;"PartyParrots";"2";NA;NA
"5895";236;"Saturday";13;"6";2020;"Epulze Valorant Prodigies";"Group Stage";"Group C";"3:30 PM IST";"final";"Bo3";"StartedFromCS";"2";1581;"forZe";"0";1581;NA
"5916";237;"Saturday";13;"6";2020;"Epulze Valorant Prodigies";"Group Stage";"Group C";"6:30 PM IST";"final";"Bo3";"Ninjas in Pyjamas";"0";NA;"StartedFromCS";"2";NA;NA
"5941";238;"Saturday";13;"6";2020;"Epulze Valorant Prodigies";"Group Stage";"Group C";"6:30 PM IST";"final";"Bo3";"PartyParrots";"2";1523;"forZe";"0";1523;NA
"5991";239;"Saturday";13;"6";2020;"Epulze Valorant Prodigies";"Group Stage";"Group C";"9:30 PM IST";"forfeited by forZe";"Bo3";"forZe";"0";NA;"Ninjas in Pyjamas";"0";NA;NA
"6031";240;"Saturday";13;"6";2020;"Epulze Valorant Prodigies";"Group Stage";"Group C";"9:30 PM IST";"final";"Bo3";"StartedFromCS";"2";1581;"PartyParrots";"1";1581;NA
"6079";241;"Sunday";24;"5";2020;"Epulze Valorant Prodigies";"Group Stage";"Group B";"3:30 PM IST";"final";"Bo3";"fish123";"2";1606;"Fordon Boars";"0";1606;NA
"6132";242;"Sunday";24;"5";2020;"Epulze Valorant Prodigies";"Group Stage";"Group B";"3:30 PM IST";"final";"Bo3";"Absolute Legends";"2";1511;"Valorando";"1";1511;NA
"6160";243;"Sunday";24;"5";2020;"Epulze Valorant Prodigies";"Group Stage";"Group B";"6:30 PM IST";"final";"Bo3";"Absolute Legends";"0";1511;"fish123";"2";1511;NA
"6190";244;"Sunday";24;"5";2020;"Epulze Valorant Prodigies";"Group Stage";"Group B";"6:30 PM IST";"final";"Bo3";"Valorando";"0";NA;"Fordon Boars";"2";NA;NA
"6220";245;"Sunday";24;"5";2020;"Epulze Valorant Prodigies";"Group Stage";"Group B";"9:30 PM IST";"final";"Bo3";"Fordon Boars";"2";NA;"Absolute Legends";"0";NA;NA
"6225";246;"Sunday";24;"5";2020;"Epulze Valorant Prodigies";"Group Stage";"Group B";"9:30 PM IST";"final";"Bo3";"fish123";"2";1606;"Valorando";"0";1606;NA
"6236";247;"Saturday";27;"6";2020;"Epulze Valorant Prodigies";"Playoffs";"Quarterfinals";"3:30 PM IST";"final";"Bo3";"DREAMCHASERS";"0";1516;"2G4L";"2";1516;NA
"6256";248;"Saturday";27;"6";2020;"Epulze Valorant Prodigies";"Playoffs";"Quarterfinals";"6:30 PM IST";"final";"Bo3";"fish123";"0";1580;"PartyParrots";"2";1580;NA
"6267";249;"Saturday";27;"6";2020;"Epulze Valorant Prodigies";"Playoffs";"Quarterfinals";"9:30 PM IST";"final";"Bo3";"StartedFromCS";"2";1581;"Fordon Boars";"1";1581;NA
"6314";250;"Sunday";28;"6";2020;"Epulze Valorant Prodigies";"Playoffs";"Quarterfinals";"1:05 AM IST";"final";"Bo3";"Prodigy";"2";1522;"Worst Players";"1";1522;NA
"6341";253;"Wednesday";1;"7";2020;"Rise of Titans";"Invite Stage";"Grand Final";"10:30 PM IST";"final";"Bo3";"StartedFromCS";"0";1604;"FABRIKEN";"2";1604;NA
"6411";257;"Saturday";6;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Korea";"Group Stage";"10:00 AM IST";"final";"Bo1";"Team ocheon2";"0";NA;"Team staxvlrt";"1";NA;NA
"6437";258;"Saturday";6;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Korea";"Group Stage";"10:00 AM IST";"final";"Bo1";"Team juankorea";"0";NA;"Team gabrielcro";"1";NA;NA
"6439";259;"Saturday";6;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Korea";"Group Stage";"8:30 AM IST";"final";"Bo1";"Team ocheon2";"1";NA;"Team gabrielcro";"0";NA;NA
"6509";260;"Saturday";6;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Korea";"Group Stage";"8:45 AM IST";"final";"Bo1";"Team staxvlrt";"0";NA;"Team juankorea";"1";NA;NA
"6534";261;"Saturday";6;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Korea";"Group Stage";"11:00 AM IST";"final";"Bo1";"Team gabrielcro";"0";NA;"Team staxvlrt";"1";NA;NA
"6542";262;"Saturday";6;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Korea";"Group Stage";"11:00 AM IST";"final";"Bo1";"Team ocheon2";"0";NA;"Team juankorea";"1";NA;NA
"6572";264;"Friday";5;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 1";"Group A";"4:30 PM IST";"final";"Bo1";"Team Terenas";"0";NA;"Team Onscreen (fish123)";"1";NA;NA
"6574";265;"Friday";5;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 1";"Group A";"4:30 PM IST";"final";"Bo1";"Team Leviathan";"0";NA;"Team Lutti (HypHypHyp)";"1";NA;NA
"6577";266;"Friday";5;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 1";"Group A";"5:30 PM IST";"final";"Bo1";"Team Terenas";"0";NA;"Team Lutti (HypHypHyp)";"1";NA;NA
"6595";267;"Friday";5;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 1";"Group A";"5:30 PM IST";"final";"Bo1";"Team Leviathan";"0";NA;"Team Onscreen (fish123)";"1";NA;NA
"6599";268;"Friday";5;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 1";"Group B";"4:30 PM IST";"final";"Bo1";"Team Valkia";"1";NA;"Team Miss Rage";"0";NA;NA
"6605";269;"Friday";5;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 1";"Group B";"4:30 PM IST";"final";"Bo1";"Team Mickalow";"0";NA;"Team Ryux";"0";NA;NA
"6655";270;"Friday";5;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 1";"Group B";"5:30 PM IST";"final";"Bo1";"Team Mickalow";"0";NA;"Team Miss Rage";"0";NA;NA
"6665";271;"Friday";5;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 1";"Group A";"6:30 PM IST";"final";"Bo1";"Team Onscreen (fish123)";"1";NA;"Team Lutti (HypHypHyp)";"0";NA;NA
"6674";272;"Friday";5;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 1";"Group A";"6:30 PM IST";"final";"Bo1";"Team Leviathan";"0";NA;"Team Terenas";"1";NA;NA
"6696";273;"Friday";5;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 1";"Group B";"5:30 PM IST";"final";"Bo1";"Team Valkia";"1";NA;"Team Ryux";"0";NA;NA
"6706";274;"Friday";5;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 1";"Group B";"6:30 PM IST";"final";"Bo1";"Team Ryux";"1";NA;"Team Miss Rage";"0";NA;NA
"6726";275;"Friday";5;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 1";"Group B";"6:30 PM IST";"final";"Bo1";"Team Valkia";"0";NA;"Team Mickalow";"1";NA;NA
"6737";276;"Friday";5;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 1";"Group C";"4:30 PM IST";"final";"Bo1";"Team Mixwell (Prodigy)";"1";NA;"Team Zerator";"0";NA;NA
"6757";277;"Friday";5;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 1";"Group C";"4:30 PM IST";"final";"Bo1";"Team Cyanide";"0";NA;"Team Solaaaa";"1";NA;NA
"6762";278;"Friday";5;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 1";"Group C";"5:30 PM IST";"final";"Bo1";"Team Solaaaa";"1";NA;"Team Zerator";"0";NA;NA
"6798";279;"Friday";5;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 1";"Group C";"5:30 PM IST";"final";"Bo1";"Team Mixwell (Prodigy)";"1";NA;"Team Cyanide";"0";NA;NA
"6816";280;"Friday";5;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 1";"Group C";"6:30 PM IST";"final";"Bo1";"Team Zerator";"0";NA;"Team Cyanide";"1";NA;NA
"6833";281;"Friday";5;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 1";"Group C";"6:30 PM IST";"final";"Bo1";"Team Mixwell (Prodigy)";"1";NA;"Team Solaaaa";"0";NA;NA
"6884";282;"Friday";5;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 1";"Group D";"4:30 PM IST";"final";"Bo1";"Team Skyyart (Washed Players)";"1";NA;"Team blackelespanolito";"0";NA;NA
"6937";283;"Friday";5;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 1";"Group D";"4:30 PM IST";"final";"Bo1";"Team bonkar (Ninjas in Pyjamas)";"1";NA;"Team Impakt";"0";NA;NA
"7014";284;"Friday";5;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 1";"Group D";"5:30 PM IST";"final";"Bo1";"Team bonkar (Ninjas in Pyjamas)";"1";NA;"Team blackelespanolito";"0";NA;NA
"7035";285;"Friday";5;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 1";"Group D";"5:30 PM IST";"final";"Bo1";"Team Skyyart (Washed Players)";"1";NA;"Team Impakt";"0";NA;NA
"7077";286;"Friday";5;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 1";"Group D";"6:30 PM IST";"final";"Bo1";"Team bonkar (Ninjas in Pyjamas)";"1";NA;"Team Skyyart (Washed Players)";"0";NA;NA
"7094";287;"Friday";5;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 1";"Group D";"6:30 PM IST";"final";"Bo1";"Team blackelespanolito";"1";NA;"Team Impakt";"0";NA;NA
"7111";288;"Saturday";6;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 1";"Quarterfinals";"4:50 PM IST";"final";"Bo1";"Team Onscreen (fish123)";"1";NA;"Team Valkia";"0";NA;NA
"7130";289;"Saturday";6;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 1";"Quarterfinals";"4:30 PM IST";"final";"Bo1";"Team bonkar (Ninjas in Pyjamas)";"1";NA;"Team Solaaaa";"0";NA;NA
"7181";290;"Saturday";6;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 1";"Quarterfinals";"4:55 PM IST";"final";"Bo1";"Team Mickalow";"0";NA;"Team Lutti (HypHypHyp)";"1";NA;NA
"7194";291;"Saturday";6;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 1";"Quarterfinals";"4:55 PM IST";"final";"Bo1";"Team Mixwell (Prodigy)";"1";NA;"Team Skyyart (Washed Players)";"0";NA;NA
"7204";292;"Friday";5;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 2";"Group B";"7:30 PM IST";"final";"Bo1";"Team Dhalucard";"0";NA;"Team Exileshow (PartyParrots)";"1";NA;NA
"7238";294;"Friday";5;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 2";"Group A";"7:30 PM IST";"final";"Bo1";"Team nookyyy";"1";NA;"Team gamelifeow";"0";NA;NA
"7274";295;"Friday";5;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 2";"Group A";"7:30 PM IST";"final";"Bo1";"Team gdolphn (FABRIKEN)";"1";NA;"Team Mithrain";"0";NA;NA
"7299";296;"Friday";5;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 2";"Group A";"8:30 PM IST";"final";"Bo1";"Team nookyyy";"1";NA;"Team Mithrain";"0";NA;NA
"7328";297;"Friday";5;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 2";"Group A";"8:30 PM IST";"final";"Bo1";"Team gdolphn (FABRIKEN)";"1";NA;"Team gamelifeow";"0";NA;NA
"7358";298;"Friday";5;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 2";"Group A";"9:30 PM IST";"final";"Bo1";"Team nookyyy";"1";NA;"Team gdolphn (FABRIKEN)";"0";NA;NA
"7396";299;"Friday";5;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 2";"Group A";"9:30 PM IST";"final";"Bo1";"Team Mithrain";"1";NA;"Team gamelifeow";"0";NA;NA
"7408";300;"Friday";5;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 2";"Group B";"7:30 PM IST";"final";"Bo1";"Team Izak (Fordon Boars)";"1";NA;"Team AlpTV";"0";NA;NA
"7415";301;"Friday";5;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 2";"Group B";"8:30 PM IST";"final";"Bo1";"Team Dhalucard";"0";NA;"Team AlpTV";"1";NA;NA
"7418";302;"Friday";5;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 2";"Group B";"8:30 PM IST";"final";"Bo1";"Team Izak (Fordon Boars)";"0";NA;"Team Exileshow (PartyParrots)";"1";NA;NA
"7421";303;"Friday";5;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 2";"Group B";"9:30 PM IST";"final";"Bo1";"Team Dhalucard";"0";NA;"Team Izak (Fordon Boars)";"1";NA;NA
"7422";304;"Friday";5;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 2";"Group B";"9:30 PM IST";"final";"Bo1";"Team AlpTV";"0";NA;"Team Exileshow (PartyParrots)";"1";NA;NA
"7429";305;"Friday";5;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 2";"Group C";"7:30 PM IST";"final";"Bo1";"Team Anomaly (9XL)";"0";NA;"Team Duno (Worst Players)";"1";NA;NA
"7435";306;"Friday";5;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 2";"Group C";"7:30 PM IST";"final";"Bo1";"Team Lothar";"1";NA;"Team unlostv";"0";NA;NA
"7442";307;"Friday";5;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 2";"Group C";"8:30 PM IST";"final";"Bo1";"Team Anomaly (9XL)";"1";NA;"Team unlostv";"0";NA;NA
"7501";308;"Friday";5;"6";2020;"Twitch Rivals: VALORANT Launch Showdown";"Europe 2";"Group C";"8:30 PM IST";"final";"Bo1";"Team Lothar";"0";NA;"Team Duno (Worst Players)";"1";NA;NA
